Episode,Steps,Total Reward,Discounted Reward,Expected Q
42,801,-10871.287101051268,-4047.822506907123,-22.095195770263672
46,727,-9463.40219064808,-3818.764399730131,-30.344282150268555
53,722,-9466.166296187244,-3806.079801172074,-24.48291778564453
55,632,-8312.029954336702,-3739.636071697259,-27.727272033691406
71,464,-5883.65935114314,-3175.083987043097,-17.20172882080078
41,1020,-13991.00668501048,-4320.680291966565,-30.558307647705078
58,590,-7853.023356800466,-3634.007959714674,-25.841766357421875
75,520,-6931.689252743061,-3480.3254087871496,-20.421764373779297
63,687,-9446.990210238955,-3991.4894869708605,-8.227017402648926
73,543,-7188.159544792473,-3498.167840962069,-42.089237213134766
70,568,-7236.174987986195,-3421.7403328550263,-4.836836814880371
68,561,-7511.327575398142,-3647.108697646592,-9.200530052185059
67,595,-8118.289019895745,-3762.5501472521223,-34.18955993652344
66,525,-6875.929935522893,-3443.0903730829614,-46.95512771606445
69,567,-7476.335954337281,-3606.2627209430443,-28.675315856933594
59,722,-9743.209543828454,-4012.6776785989055,-11.866297721862793
65,562,-7217.058977038381,-3459.803864590889,-29.120044708251953
62,945,-12961.998000241098,-4310.131896598467,-13.844182014465332
72,684,-9053.440322032071,-3850.1837490779335,-15.566421508789062
90,566,-7440.951649541214,-3536.7180203714197,-31.112144470214844
64,829,-10967.921168938561,-4020.4718037289927,-24.975563049316406
74,652,-8602.281710500738,-3734.332935512595,-44.5767936706543
77,516,-6750.199572993358,-3410.626341217155,-37.23248291015625
82,533,-6851.360567221961,-3409.5906838176743,-5.972624778747559
60,628,-8498.176099557748,-3817.836079126528,-37.00686264038086
94,547,-6999.105896514336,-3460.392057926059,-11.348849296569824
61,858,-11605.516595800553,-4216.575048361143,-39.66225051879883
57,903,-12214.940285383384,-4243.900217778502,-31.383525848388672
89,538,-6744.6536583870065,-3400.8017323106,-13.499048233032227
88,475,-5834.453180562581,-3037.8274026621452,-58.226436614990234
86,510,-6791.683228818947,-3518.5806319311673,-51.11813735961914
87,556,-7347.112317588193,-3561.2359359578772,-45.44126892089844
92,643,-8421.578717272128,-3733.3295868175783,-27.708539962768555
85,608,-8035.303380159497,-3678.245458681263,-21.827598571777344
78,624,-8421.612224212678,-3713.0291337324443,-62.75164031982422
91,461,-5778.9035364069205,-3058.1655091701605,-60.462894439697266
96,463,-5779.075776070298,-3114.936762193957,-42.67437744140625
83,523,-6515.575869240293,-3244.094419372006,-65.45829772949219
109,586,-7619.30516885406,-3592.2388790625027,-49.77830123901367
113,535,-7016.58201576178,-3428.640287855755,-47.952388763427734
76,566,-7668.108888407498,-3745.955237734908,-61.23286437988281
93,657,-8558.895934906835,-3753.7023200916738,-29.997962951660156
108,595,-7811.31444033726,-3571.9380168675666,-60.30354309082031
106,522,-7007.351652015512,-3550.97441506258,-48.26878356933594
